1_SO248_Alg	10_SO248_Alg	100_SO248_Alg	101_SO248_Alg	102_SO248_Alg	103_SO248_Alg	104_SO248_Alg	105_SO248_Alg	106_SO248_Alg	107_SO248_Alg	108_SO248_Alg	109_SO248_Alg	11_SO248_Alg	110_SO248_Alg	111_SO248_Alg	112_SO248_Alg	113_SO248_Alg	114_SO248_Alg	115_SO248_Alg	116_SO248_Alg	117_SO248_Alg	118_SO248_Alg	12_SO248_Alg	13_SO248_Alg	14_SO248_Alg	15_SO248_Alg	16_SO248_Alg	17_SO248_Alg	18_SO248_Alg	19_SO248_Alg	2_SO248_Alg	20_SO248_Alg	21_SO248_Alg	22_SO248_Alg	23_SO248_Alg	24_SO248_Alg	25_SO248_Alg	26_SO248_Alg	27_SO248_Alg	28_SO248_Alg	29_SO248_Alg	3_SO248_Alg	30_SO248_Alg	31_SO248_Alg	32_SO248_Alg	33_SO248_Alg	34_SO248_Alg	35_SO248_Alg	36_SO248_Alg	37_SO248_Alg	38_SO248_Alg	39_SO248_Alg	4_SO248_Alg	40_SO248_Alg	41_SO248_Alg	42_SO248_Alg	43_SO248_Alg	44_SO248_Alg	45_SO248_Alg	46_SO248_Alg	47_SO248_Alg	48_SO248_Alg	49_SO248_Alg	5_SO248_Alg	50_SO248_Alg	51_SO248_Alg	52_SO248_Alg	53_SO248_Alg	54_SO248_Alg	55_SO248_Alg	56_SO248_Alg	57_SO248_Alg	58_SO248_Alg	59_SO248_Alg	6_SO248_Alg	60_SO248_Alg	61_SO248_Alg	62_SO248_Alg	63_SO248_Alg	64_SO248_Alg	65_SO248_Alg	66_SO248_Alg	67_SO248_Alg	68_SO248_Alg	69_SO248_Alg	7_SO248_Alg	70_SO248_Alg	71_SO248_Alg	72_SO248_Alg	73_SO248_Alg	74_SO248_Alg	75_SO248_Alg	76_SO248_Alg	77_SO248_Alg	78_SO248_Alg	79_SO248_Alg	8_SO248_Alg	80_SO248_Alg	81_SO248_Alg	82_SO248_Alg	83_SO248_Alg	84_SO248_Alg	85_SO248_Alg	86_SO248_Alg	87_SO248_Alg	88_SO248_Alg	89_SO248_Alg	9_SO248_Alg	90_SO248_Alg	91_SO248_Alg	92_SO248_Alg	93_SO248_Alg	94_SO248_Alg	95_SO248_Alg	96_SO248_Alg	97_SO248_Alg	98_SO248_Alg	99_SO248_Alg	119_SO248_Alg	120_SO248_Alg	121_SO248_Alg	122_SO248_Alg	123_SO248_Alg	124_SO248_Alg	125_SO248_Alg	126_SO248_Alg	127_SO248_Alg	128_SO248_Alg	129_SO248_Alg	130_SO248_Alg	131_SO248_Alg	132_SO248_Alg	133_SO248_Alg	134_SO248_Alg	135_SO248_Alg	136_SO248_Alg
sq1772	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	1	21	3	1	1	0	0	7	0	0	0	0	0	0	0	0	0	0	8	0	0	5	2	3	4	0	3	2	0	6	0	0	12	6	0	4	2	0	6	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	4	0	8	0	6	2	0	4	1	1	0	1	0	4	1	0	2	1	0	0	4	0	2	1	2	4	0	2	0	4	1	0	5	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1773	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	3	10	7	9	10	37	24	1	14	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	2	0	5	5	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	5	4	1	0	1	0	4	0	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1774	0	0	0	6	2	12	2	16	0	1	6	1	0	2	1	18	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	2	5	0	3	1	1	1	3	4	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	4	5	6	11	7	5	0	10	9	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1775	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	3	1	2	2	13	1	0	0	0	0	0	0	0	0	0	18	0	0	0	0	2	2	0	3	0	1	13	4	3	0	0	0	0	0	1	0	0	6	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	3	0	1	0	10	0	0	0	0	1	0	6	0	4	0	9	2	1	4	1	0	0	1	0	0	0	23	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	3	0
sq1776	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	5	0	0	0	0	0	1	0	0	0	0	31	0	40	1	8	1	2	3	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	3	3	9	0	0	0	0	11	1	21	17	1	0	0	0
sq1777	16	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	1	18	16	4	0	5	6	3	0	0	0	0	0	0	0	0	0	0	2	0	0	8	1	0	0	0	0	0	0	4	0	0	2	2	0	3	2	2	0	2	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	7	0	2	0	2	0	1	3	0	3	0	0	0	1	0	0	1	0	0	0	5	3	1	7	0	5	0	2	0	3	6	5	6	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1778	7	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	7	0	0	0	0	0	0	0	0	0	0	8	0	0	8	3	6	11	6	6	6	5	13	7	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	4	0	4	0	12	1	0	0	0	0	0	9	0	2	0	10	15	0	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1779	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	10	5	8	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	17	2	8	7	0	1	3	0	2	0	0	27	9	0	6	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	4	0	0	0	0	4	0	4	0	1	0	2	0	0	1	0	0	0	2	0	2	14	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1780	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	8	4	4	9	3	5	1	3	1	11	4	0	5	8	5	7	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	4	1	1	0	0	2	1	1	0	3	0	0	0	0	1	0	1	0	1	0	0	8	8	0	0	4	0	3	1	9	0	0	8	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1781	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	7	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	21	0	14	14	0	2	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2	2	0	15	0	3	0	8	5	0	25	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1782	0	0	1	6	0	10	4	10	0	6	8	8	0	6	1	7	0	3	2	3	3	0	0	0	0	0	0	0	0	0	0	0	10	4	5	5	8	8	3	6	10	0	7	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	5	0	2	1	4	0	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1783	1	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	2	0	1	5	0	1	8	2	0	0	0	0	0	0	0	0	0	5	0	0	2	1	2	1	3	6	3	8	10	12	5	2	1	0	1	1	2	2	1	8	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	2	0	8	1	0	0	0	0	0	0	0	1	0	17	5	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	4	0	4	0	0	0	0	1	0
sq1784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	1	3	1	0	2	1	1	19	11	0	10	13	9	11	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	3	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	1	0	4	0	6	1	2	1	0	3	0	1	4	0	5	1	2	0	1	16	0	0	0	0	0	0	0	0	0	0
sq1785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	6	0	0	0	0	0	0	0	1	0	0	5	0	0	3	1	7	1	6	2	2	1	16	2	0	1	1	0	1	0	2	0	0	11	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	1	0	6	1	0	0	0	0	1	8	0	5	2	6	8	0	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	3	3	7	4	1	3	0	0	0	11	0	23	2	0	2	0	0	0
sq1786	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	4	0	2	0	0	0	4	7	6	6	20	0	4	9	6	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	2	0	0	0	2	13	10	18	19	17	0	0	0
sq1787	16	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	4	2	1	1	0	0	21	0	0	0	0	0	0	0	0	0	0	7	0	0	9	7	5	7	2	1	2	1	14	0	1	1	0	0	2	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	10	0	8	0	5	0	2	1	1	0	0	0	0	12	0	7	1	0	6	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1788	0	0	12	0	17	3	3	0	0	23	0	23	0	2	6	2	11	42	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	1	4	6	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1789	0	0	3	9	1	18	2	14	0	2	15	5	0	12	1	18	3	1	6	1	6	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1	3	5	3	0	7	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	1	3	1	2	0	9	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1790	0	0	1	13	2	23	4	14	0	5	16	1	0	7	7	17	1	3	7	2	5	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	4	1	4	3	4	5	0	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1791	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	11	0	0	6	6	12	12	2	2	6	5	19	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	1	0	3	0	5	1	0	0	0	0	0	3	1	5	0	1	12	0	0	0	0	0	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	13	0	6	1	0	0	0	0	0
sq1792	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	0	0	2	2	1	4	1	2	4	1	12	2	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	4	0	3	0	3	0	4	1	0	0	0	0	0	2	0	6	0	15	8	0	2	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	1	0	0	0	15	0	11	1	3	0	0	0	0
sq1793	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	1	0	4	0	0	0	2	0	20	1	32	1	2	1	7	7	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	4	6	8	0	0	0	1	13	0	20	14	18	0	0	0
sq1794	2	0	2	5	3	5	0	6	0	0	5	1	0	4	0	5	2	1	8	1	3	0	0	0	0	0	0	0	0	0	0	0	6	3	2	8	5	10	1	11	22	0	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	3	6	6	4	4	0	5	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1795	0	0	19	0	14	2	40	3	0	7	1	9	0	1	9	15	4	7	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	3	3	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	6	5	2	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1796	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	12	12	20	13	4	12	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	3	6	6	11	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	2	0	5	6	7	1	0	4	0	9	0	1	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	3	3	0	2	2	1	4	0	5	1	9	4	0	9	6	7	12	16	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	6	0	0	3	0	3	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	12	6	3	0	2	0	4	0	6	1	0	3	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	1	95	1	1	1	1	0	0	0	0	1	0	1	0	1	12	3	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	19	0	4
sq1799	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	4	5	2	7	5	3	1	10	9	2	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	2	0	0	0	6	0	2	0	0	0	0	9	0	12	0	3	22	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	0	5	0	1	0	0	0	0	16	0	7	0	0	1	0	0	0
sq1800	5	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	7	17	25	2	1	3	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	8	0	0	5	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	1	1	0	5	0	0	0	3	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	4	0	0	0	0	0	14	17	2
sq1801	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	4	4	3	4	0	5	0	0	8	2	0	1	1	0	1	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	1	0	4	0	6	2	5	1	2	0	0	0	0	3	0	6	6	1	11	1	5	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	2	1	2	3	4	1	0	0	0	11	4	5	4	5	3	0	0	0
sq1802	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	17	23	18	7	0	2	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	4	0	2	1	6	8	1	0	0	0	1	1	1	5	0	3	2	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	7	8	5	4	3	0	0	0	3	0	2	1	1	1	0	0	0
sq1803	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	11	0	0	21	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	13	0	0	0	3	10	3	29	58	6	0	0	0
sq1804	11	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	5	5	42	0	3	1	0	0	5	0	0	0	0	0	0	0	0	0	0	8	0	0	5	1	2	1	0	0	0	0	14	0	0	15	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	3	0	2	0	2	0	0	1	0	0	0	3	0	5	0	0	14	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1805	1	0	5	13	1	17	0	10	0	3	11	1	0	9	1	13	1	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	3	4	1	2	5	1	2	0	4	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	1	5	5	5	4	3	0	3	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1806	0	0	6	0	0	0	3	0	8	1	0	0	0	0	0	1	0	0	0	2	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1807	0	0	5	5	4	10	0	7	0	1	9	1	0	6	0	8	2	4	4	0	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	1	3	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	5	5	6	11	3	17	0	11	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1808	0	0	3	2	2	2	18	6	0	13	2	11	0	2	21	7	17	11	3	7	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	0	1	6	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	3	1	8	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1809	2	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	16	17	31	4	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0
sq1810	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	6	0	0	6	1	3	8	0	1	0	0	11	2	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	1	0	4	0	0	0	0	0	0	13	0	5	0	1	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	28	4	11	1	2	0	1	12	2
sq1811	0	0	3	6	0	3	0	2	0	1	2	12	0	3	7	2	0	0	8	3	3	0	0	0	0	0	0	0	0	0	0	0	13	11	8	4	12	10	6	14	9	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	1	2	7	1	1	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1812	0	0	2	11	0	14	1	15	0	1	7	7	0	5	3	9	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	3	2	1	4	3	2	1	1	3	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	4	6	8	7	6	6	0	6	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	15	0	1	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	34	0	0	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	1	0	2	0	10	20	10	3	0	5	19	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1814	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	21	0	0	2	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	9	0	1	0	0	0	0	9	4	8	5	2	17	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	4	3	3	1	0	0	0
sq1815	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	3	1	1	2	3	3	9	1	0	0	0	0	0	0	0	0	0	5	0	0	4	1	4	1	0	1	0	0	18	0	1	1	1	0	0	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	2	0	1	0	7	1	0	1	0	1	0	8	0	9	1	1	10	1	4	0	1	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	17	1	9	0	0	0	1	5	0
sq1816	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	14	2	4	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	10	3	2	7	1	0	1	0	3	1	2	9	10	0	5	3	4	9	1	0	2	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	4	0	1	0	3	0	0	3	1	0	0	2	0	0	0	1	3	0	0	0	0	0	1	8	6	0	1	5	1	6	1	4	0	0	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
