	Kingdom	Phylum	Class	Order	Family	Genus
asv810	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uncl
asv811	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
asv812	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uncl	SAR86_clade_uncl
asv813	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_III	SAR11_Clade_III_uncl
asv814	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uncl
asv815	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter
asv816	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uncl	SAR86_clade_uncl
asv817	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter
asv818	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv819	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae1	Alcanivorax
asv820	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uncl
asv821	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_uncl
asv822	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uncl	SAR86_clade_uncl
asv823	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv824	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv825	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter
asv826	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv827	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	PB19_uncl	PB19_uncl
asv828	Bacteria	Planctomycetota	OM190	OM190_uncl	OM190_uncl	OM190_uncl
asv829	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_uncl
asv830	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7_marine_group	NS7_marine_group_uncl
asv831	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv832	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uncl
asv833	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uncl	SAR86_clade_uncl
asv834	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
asv835	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uncl	SAR86_clade_uncl
asv836	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
asv837	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv838	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
asv839	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
asv840	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
asv841	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv842	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv843	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Thalassolituus
asv844	Bacteria	Actinobacteriota	Actinobacteria	PeM15	PeM15_uncl	PeM15_uncl
asv845	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	MWH-UniP1_aquatic_group	MWH-UniP1_aquatic_group_uncl
asv846	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv847	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas
asv848	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Thalassolituus
asv849	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uncl
asv850	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
asv851	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Paracaedibacteraceae_uncl
asv852	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter
asv853	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
asv854	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7_marine_group	NS7_marine_group_uncl
asv855	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
asv856	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
asv857	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv858	Bacteria	Planctomycetota	OM190	OM190_uncl	OM190_uncl	OM190_uncl
asv859	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv860	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
asv861	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade
asv862	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrionaceae_uncl
asv863	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter
asv864	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	SAR116_clade_uncl
asv865	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
asv866	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter
asv867	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv868	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv869	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans
asv870	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
asv871	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	S25-593_uncl
asv872	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
asv873	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappiaceae_uncl
asv874	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ponticoccus
asv875	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade
asv876	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv877	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter
asv878	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum
asv879	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	PB19_uncl	PB19_uncl
asv880	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Ectothiorhodospiraceae_uncl
asv881	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum
asv882	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv883	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353	UBA10353_uncl	UBA10353_uncl
asv884	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv885	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Trichodesmium_IMS101
asv886	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv887	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_uncl
asv888	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_uncl
asv889	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_uncl
asv890	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv891	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv892	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv893	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Lutimaribacter
asv894	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
asv895	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv896	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter
asv897	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
asv898	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus
asv899	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tropicibacter
asv900	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv901	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter
asv902	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade
asv903	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina
asv904	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	Bradymonadales_uncl	Bradymonadales_uncl
asv905	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv906	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Mameliella
asv907	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis
asv908	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_uncl
asv909	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsiaceae_uncl
asv910	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	SAR116_clade_uncl
asv911	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	SAR116_clade_uncl
asv912	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Trichodesmium_IMS101
asv913	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv914	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_uncl
asv915	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uncl	SAR86_clade_uncl
asv916	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
asv917	Bacteria	Planctomycetota	OM190	OM190_uncl	OM190_uncl	OM190_uncl
asv918	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
asv919	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_uncl	Alphaproteobacteria_uncl	Alphaproteobacteria_uncl
asv920	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1_clade	PS1_clade_uncl
asv921	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
asv922	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_uncl
asv923	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv924	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
asv925	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SCGC_AAA164-E04
asv926	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fabibacter
asv927	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda
asv928	Bacteria	Proteobacteria	Gammaproteobacteria	SS1-B-07-19	SS1-B-07-19_uncl	SS1-B-07-19_uncl
asv929	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl
asv930	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uncl	SAR86_clade_uncl
asv931	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uncl	SAR86_clade_uncl
asv932	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aurantimonas
asv933	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae1	Alcanivorax
asv934	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv935	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv936	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
asv937	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
asv938	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	SAR116_clade_uncl
asv939	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_uncl
asv940	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade
asv941	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae_uncl
asv942	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uncl	SAR86_clade_uncl
asv943	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	JGI_0000069-P22_uncl	JGI_0000069-P22_uncl
asv944	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Agaribacter
asv945	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
asv946	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uncl	SAR86_clade_uncl
asv947	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv948	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade
asv949	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv950	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales_uncl	Flavobacteriales_uncl
asv951	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
asv952	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae1	Alcanivorax
asv953	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv954	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uncl	SAR86_clade_uncl
asv955	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus
asv956	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uncl
asv957	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uncl
asv958	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Puniceicoccaceae_uncl
asv959	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uncl	SAR86_clade_uncl
asv960	Bacteria	SAR324_clade	SAR324_clade_uncl	SAR324_clade_uncl	SAR324_clade_uncl	SAR324_clade_uncl
asv961	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv962	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_uncl
asv963	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Ectothiorhodospiraceae_uncl
asv964	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl
asv965	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl
asv966	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	SAR116_clade_uncl
asv967	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira
asv968	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesonia
asv969	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
asv970	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv971	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_uncl
asv972	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
asv973	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv974	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae1	Alcanivorax
asv975	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uncl	SAR86_clade_uncl
asv976	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Nitrincolaceae_uncl
asv977	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
asv978	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_uncl
asv979	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
asv980	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappiaceae_uncl
asv981	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_uncl	Alphaproteobacteria_uncl	Alphaproteobacteria_uncl
asv982	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	S25-593_uncl
asv983	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv984	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccales_uncl	Defluviicoccales_uncl
asv985	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Thalassolituus
asv986	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl
asv987	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_clade_uncl	SAR11_clade_uncl
asv988	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
asv989	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
asv990	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter
asv991	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_uncl
asv992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter
asv993	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
asv994	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_uncl
asv995	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_uncl
asv996	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv997	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_uncl
asv998	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola
asv999	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	SAR116_clade_uncl
asv1000	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
asv1001	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_uncl
asv1002	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv1003	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uncl
asv1004	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
asv1005	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_uncl
asv1006	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_uncl
asv1007	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	MWH-UniP1_aquatic_group	MWH-UniP1_aquatic_group_uncl
asv1008	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	SAR116_clade_uncl
asv1009	Bacteria	Desulfobacterota	Desulfobacterota_uncl	Desulfobacterota_uncl	Desulfobacterota_uncl	Desulfobacterota_uncl
asv1010	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv1011	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_uncl
asv1012	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappiaceae_uncl
asv1013	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uncl	SAR86_clade_uncl
asv1014	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	Terasakiellaceae_uncl
asv1015	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	Terasakiellaceae_uncl
asv1016	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter
asv1017	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	OM182_clade_uncl	OM182_clade_uncl
asv1018	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagales_uncl	Cytophagales_uncl
asv1019	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl
asv1020	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl	Marinimicrobia_SAR406_uncl
asv1021	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
asv1022	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Candidatus_Turbabacter
asv1023	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv1024	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7_marine_group	NS7_marine_group_uncl
asv1025	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
asv1026	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
asv1027	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
asv1028	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_uncl
asv1029	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_uncl
asv1030	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv1031	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
asv1032	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	PB19_uncl	PB19_uncl
asv1033	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313
asv1034	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
asv1035	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_uncl
asv1036	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
asv1037	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tropicibacter
asv1038	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae1	Alcanivorax
asv1039	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	OCS116_clade	OCS116_clade_uncl
asv1040	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_uncl
asv1041	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
asv1042	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola
